id,Macroeconomic Forecasting and Cyclical Outlook,Monetary Policy Analysis and Transmission,Labor Market and Demographic Analysis,Human Capital and Education Economics,Public Finance and Budgetary Policy,Industrial Organization and Regional Structure,Systemic Risk and Macroprudential Frameworks,Banking Sector and Intermediary Analysis,Financial Market Dynamics and Asset Pricing,Global Macroeconomics and Spillovers,International Trade and Global Value Chains,International Cooperation and Financial Fora,Micro-level Socio-Economic Surveys,Institutional Sector Accounts and Balance of Payments,Statistical Data Collection and Ingestion,Central Credit Register Operations,None of the above,best_label,word_count,title
69,5.954575833357416e-07,2.751418316176679e-19,9.953922734746326e-07,3.8208240658201866e-07,1.4873539458612056e-07,2.663491124753044e-06,3.6773346309830827e-07,1.7613942430818406e-11,3.01487365425379e-17,2.7021674918562237e-06,2.4114625428065753e-15,0.9999801362125276,4.4729794404351644e-20,5.6051882441319934e-18,1.3591750494783593e-17,1.4265581311540183e-15,1.200871011691799e-05,International Cooperation and Financial Fora,904,Invisible yet essential: the contribution of cross-border payments to a better world and a safer financial system
70,9.996952277737797e-07,5.443147366298022e-16,1.0274100106046568e-06,2.9781299052026837e-07,2.610531907532126e-07,2.4022874523922373e-06,7.779881451650769e-07,5.711805999416824e-11,1.9171671711408986e-42,5.451369470594476e-12,7.184099512391156e-18,0.9999745978241892,3.396420141419786e-20,2.528523307710332e-17,5.0483990172783724e-18,3.465012569744342e-18,1.9635866223655773e-05,International Cooperation and Financial Fora,680,Invisible yet essential: the contribution of cross-border payments to a better world and a safer financial system
75,1.0962960977406755e-05,0.9999538553226379,3.2863098933290576e-05,2.849587385040675e-07,1.3462620135709077e-06,6.106834889405374e-07,7.08344579383003e-16,1.0440014617662084e-19,6.8668697380918615e-12,5.815600784194227e-08,2.4591736304884217e-20,9.773203618141508e-20,1.1600768607376846e-08,8.75175998061385e-13,6.376061235409703e-20,4.811917435080459e-18,6.948690943219056e-09,Monetary Policy Analysis and Transmission,283,Address by the Governor
76,5.0765861035283884e-05,0.9997940483369121,3.2902357613503125e-05,1.593571220437814e-07,1.037202326954482e-06,4.294583968490701e-18,8.090829292813327e-18,1.5266652344959425e-06,1.1086141508443579e-05,8.131911500618283e-08,3.138267976401548e-17,3.7835092466379818e-19,9.193870059483736e-06,5.875431338094413e-12,8.105909544160618e-22,4.8161008526254185e-08,9.915072218908067e-05,Monetary Policy Analysis and Transmission,195,Address by the Governor
77,1.6203624058720685e-05,0.9999434100840631,3.39448643990975e-05,1.9532075254972743e-07,2.553575351540497e-12,3.549150368667802e-07,6.74640256389844e-19,1.0722719941886914e-21,1.297295299942687e-13,1.0306434264563063e-07,3.476641228388882e-08,2.141348420644016e-13,5.4318837576913854e-06,4.3501252748370214e-14,2.912048993069148e-17,3.214662722093011e-07,7.964222242691404e-12,Monetary Policy Analysis and Transmission,525,Address by the Governor
78,6.853124314422209e-06,9.723097535076186e-20,1.3146717200595303e-06,5.981053102431043e-07,1.1978493914340543e-05,7.03719642406558e-31,2.634804423834985e-07,6.035476850994854e-11,1.5651906554000067e-24,4.285023471077893e-19,7.824564915741845e-16,1.990754911946998e-20,7.79477076119702e-26,1.3192584820746462e-24,7.307269849006809e-24,1.0825383576463451e-21,0.9999789920639429,None of the above,684,Address by the Governor
79,1.907672635658789e-12,1.7019569915480515e-19,1.8132317138367158e-05,5.58241450990631e-07,4.255715391509507e-12,5.135332027538346e-12,7.156887595601058e-13,0.9992734315355849,1.821695975275661e-12,3.007950978876619e-19,6.414971312064913e-26,1.3235436027075548e-25,3.532315419201643e-11,3.7958585074168083e-25,9.495491101035237e-22,1.2385704507725433e-21,0.000707877856666529,Banking Sector and Intermediary Analysis,235,Address by the Governor
82,1.5333607459308594e-05,4.6302514373528764e-07,7.823290209817216e-06,9.555002494521408e-07,0.9999366913540875,6.1913341294249134e-18,5.086812178855897e-21,2.8925593258502758e-12,6.582212489256101e-22,1.574555635967779e-07,3.583599526512102e-24,4.460550092664771e-24,8.734481150213176e-52,3.2932700587368625e-22,9.81761976347765e-20,7.532271934737993e-20,3.857576439396082e-05,Public Finance and Budgetary Policy,621,The future of Italian welfare: balancing equity and development (only in Italian)
84,4.182285854663305e-05,1.141419287979169e-06,4.482034714484278e-07,2.9874315392523525e-07,2.0847242357077875e-07,5.560535678568319e-24,1.8403201666009806e-18,1.2404594077839673e-12,2.14786008947431e-26,0.9999534349105972,1.2344622155113006e-12,1.5128917820123253e-12,4.122013702750319e-07,3.982181068224262e-15,2.5367690220261662e-25,6.864563791283764e-08,2.1645415191489187e-06,Global Macroeconomics and Spillovers,465,The Global Economy: Navigating Uncertainty and Change
85,2.0364459396808938e-06,6.557815832381597e-19,1.280188105219538e-06,4.5070930736115353e-07,9.062390294891431e-08,1.4136412701061322e-05,2.2770657871357758e-20,1.659660130989098e-11,1.2585759161609247e-24,6.788277233417438e-13,0.9999764923186608,6.86207163580452e-21,8.722098016088817e-20,2.4753450915883394e-19,3.6613628081834836e-23,2.921775783109949e-21,5.5132841075132175e-06,International Trade and Global Value Chains,844,The Global Economy: Navigating Uncertainty and Change
86,0.9999999998999207,1.5683032158066783e-12,3.0411042819225074e-18,8.214802707396472e-19,1.3375368692158184e-12,1.929900675250762e-27,2.363379557166675e-15,8.473477741871175e-18,1.240800761684714e-20,7.223169699010426e-18,2.153019494370155e-20,1.3214516909910893e-17,1.1653587132475647e-11,1.5565595802919288e-25,1.9557020834030882e-22,5.4707762870380324e-18,8.551729568773774e-11,Macroeconomic Forecasting and Cyclical Outlook,879,The Global Economy: Navigating Uncertainty and Change
87,7.903680597901807e-05,0.9998465083297713,4.667626079459412e-05,1.2598817494801333e-07,3.7275042471521e-07,6.709154224613372e-16,1.107252264052434e-12,4.297158055664548e-07,3.1214762544057548e-06,2.7599104055760136e-19,2.7889495839608005e-23,4.956949232209202e-20,4.7267562193881875e-06,3.6720814493952175e-08,1.8136819754938418e-30,1.1499093056587437e-07,1.885020372332365e-05,Monetary Policy Analysis and Transmission,992,The Global Economy: Navigating Uncertainty and Change
88,0.9999689465535809,2.0813456958784106e-06,4.117085216217462e-10,2.7858533029303466e-18,7.181030369096935e-12,4.27364340872468e-30,1.587580861684027e-23,4.732884525992835e-27,2.21744446694334e-25,7.09536554145907e-18,3.4718893966502126e-13,6.051671115231228e-08,2.413305947857667e-06,1.156082531610103e-28,3.5859926572040305e-23,3.8432821155854964e-20,2.6497858827829885e-05,Macroeconomic Forecasting and Cyclical Outlook,658,The Global Economy: Navigating Uncertainty and Change
89,1.140246404058487e-13,7.080185543021861e-19,1.3324197822684618e-05,1.8640261169281167e-07,1.587825416288671e-07,1.6134207425240316e-28,3.1783814911592734e-12,0.9999800865728868,2.9142317491897128e-12,1.9180708866910488e-19,2.0376046222380932e-25,7.244927472669131e-25,8.442634954026287e-07,8.416374453997788e-23,6.47868437937793e-29,5.033137423065438e-22,5.39977443492953e-06,Banking Sector and Intermediary Analysis,931,The Global Economy: Navigating Uncertainty and Change
90,2.2664729022407226e-11,6.136360212283167e-20,8.698760134293079e-07,2.3694832546835324e-07,8.818659514967054e-08,6.587087823689491e-27,0.9999281944361627,8.94497475006178e-06,1.51999378666964e-07,4.6260790230685836e-08,1.6406080925784012e-26,7.225889490132169e-25,1.363381192009724e-06,1.9828704920181026e-22,1.2526494732130956e-18,5.184026337654419e-17,6.0103914127477826e-05,Systemic Risk and Macroprudential Frameworks,1005,The Global Economy: Navigating Uncertainty and Change
91,0.00076037540414262,4.575026487944877e-07,7.353007808618999e-07,7.647779905221735e-07,9.757440886917871e-07,1.4427113450309554e-23,3.1016920472534763e-12,8.679834058682311e-12,6.6174607656662644e-18,0.9990874715261748,9.873150765517877e-05,7.50461333581922e-07,1.1213086216096164e-06,5.791255827540723e-19,1.0763603781525984e-17,7.596940767316235e-16,4.861645478121328e-05,Global Macroeconomics and Spillovers,431,The Global Economy: Navigating Uncertainty and Change
92,0.0007124691615206048,1.6657397536443681e-06,1.5993343366670106e-06,4.1964440384746753e-07,6.553010391238651e-07,2.002111576576959e-24,2.8870819924817964e-12,1.8920675811669434e-11,3.3025854109991586e-25,0.9991871190552329,6.025125970360289e-05,5.662335034199999e-07,2.1216772098398977e-06,1.79839807018911e-20,3.13733363981701e-17,1.9023233293112576e-16,3.313257148839913e-05,Global Macroeconomics and Spillovers,3212,The Global Economy: Navigating Uncertainty and Change
93,3.5190884458030334e-05,3.76555949483829e-19,2.6298820172932315e-07,1.763732423996423e-07,3.12521998276881e-07,3.168780059060006e-14,6.06021373530424e-07,3.219056296314634e-11,8.807595747834379e-26,8.136717573946231e-06,0.00031089041791283815,1.4551496992626908e-08,5.395712172025104e-20,3.886054352600286e-26,3.75183843437439e-18,4.497125904265442e-16,0.9996444094915197,None of the above,2746,The Global Economy: Navigating Uncertainty and Change
94,2.4863989433125224e-14,3.2186582503803527e-19,4.185581702771722e-06,9.952226038184978e-07,1.4282369525744738e-06,5.283970135868603e-07,2.0011396047776423e-15,1.4798728388679212e-11,5.251553742404184e-21,0.9999551470576484,9.500537516533578e-48,1.4807585674531636e-11,2.663575841259831e-06,1.2079169416100165e-21,4.1967915942288417e-17,9.422634362268661e-19,3.505189860450562e-05,Global Macroeconomics and Spillovers,55,The Global Economy: Navigating Uncertainty and Change
96,0.9993630681758684,1.7087073153132453e-06,8.406148122731832e-10,2.2344553841535576e-06,3.3716732210477307e-06,6.926784793247585e-20,5.873638149710837e-19,3.721316168038785e-21,2.301093567218455e-25,8.651111448163063e-07,1.796315300280412e-22,1.2922375137088524e-16,4.205734025549858e-06,1.0384012828617026e-06,6.701146442599101e-30,1.5690005239683371e-15,0.0006235069011416437,Macroeconomic Forecasting and Cyclical Outlook,318,Peace and prosperity in a fragmented world
97,1.7249022785059168e-07,1.2936692903686695e-19,7.180805927927572e-07,1.1322885320945346e-07,4.3962541394771164e-08,5.86689316821029e-06,6.613758044941481e-15,1.5347143953022843e-11,8.687899858489782e-26,4.25303975929581e-13,0.9999859042668989,1.1245811623474197e-21,8.558874698926823e-21,2.0716881172364012e-15,9.164783906100008e-19,2.4293251655381714e-22,7.181061936685353e-06,International Trade and Global Value Chains,540,Peace and prosperity in a fragmented world
98,5.641737877659048e-13,3.997613972190214e-18,1.871297582034269e-06,2.3737794083329266e-06,9.622744751454685e-07,3.0276165117622974e-29,9.552461606471056e-12,5.364843917353526e-11,5.5229402176359814e-24,0.9999917911600051,4.7204518625916596e-11,4.765949407151414e-12,3.0013384956584004e-06,3.125666181190167e-24,1.5929707370037404e-17,1.9736241695927086e-16,3.4297962895728366e-11,Global Macroeconomics and Spillovers,484,Peace and prosperity in a fragmented world
99,0.0001367082670503926,5.3199420786655315e-19,5.403682786580616e-07,4.900133677963977e-07,3.396137649174567e-07,1.2734249600145452e-07,2.2067978103846545e-07,2.0317815454899594e-12,1.1162481605918518e-25,0.9996149529413709,7.43317880242533e-06,1.867799874058847e-05,1.6632634168750239e-06,9.067812762172006e-25,1.3402945355258656e-23,1.1146623357299402e-07,0.000218734864665079,Global Macroeconomics and Spillovers,483,Peace and prosperity in a fragmented world
100,3.9925928697179595e-06,4.429112052415628e-19,5.443418449829601e-07,2.8794458382283366e-07,5.381400392170577e-24,6.133591185022973e-06,1.6889853988546768e-20,1.674951756888984e-11,2.6975922856664345e-34,1.4847255251839341e-12,3.0971900509933765e-20,0.9999472274076258,1.8299734912417098e-20,5.711498630667027e-23,4.708737629318053e-18,2.8180841768570884e-21,4.181410365646883e-05,International Cooperation and Financial Fora,2071,Peace and prosperity in a fragmented world
101,2.913781604342707e-06,9.46691867851389e-20,1.6865608694967835e-06,2.2410036235702163e-07,8.932948535796321e-08,2.0519777728385603e-05,6.123278457200944e-22,1.3238086817854017e-11,5.118837530672106e-25,3.064391961911047e-12,0.9998697267790523,1.7359031486573536e-21,5.120533051513326e-21,1.0680549519683367e-57,5.754459535756137e-18,2.1250926482004203e-21,0.00010483965459536198,International Trade and Global Value Chains,1861,Peace and prosperity in a fragmented world
103,1.1432917016090058e-05,0.9999794626781636,5.574060066435756e-06,1.2618539023923869e-07,4.266795675820946e-07,2.6117713507924457e-22,1.0518261783966556e-18,1.4992081143051724e-07,1.8949426251984477e-12,7.383772371647282e-14,1.5322154938677034e-14,6.63509193273758e-13,2.3007202681785915e-06,2.466538015112929e-07,4.7472562847282057e-23,2.8016206342483155e-07,2.0203688428758648e-11,Monetary Policy Analysis and Transmission,246,Mundell's plan for a European currency: from theory to history
106,0.9999277248502524,2.1979862061878036e-05,1.8436008973323553e-10,2.669086956423072e-15,7.70535283738937e-23,4.775421437421956e-30,8.945660292453083e-19,1.9889782192492388e-11,4.2231589772458827e-26,5.8513119870041215e-18,5.560861945149736e-07,1.0203672715115725e-06,1.2879513536992254e-11,7.672990694747227e-14,2.5178434912942956e-22,1.113666363256919e-16,4.871861701068608e-05,Macroeconomic Forecasting and Cyclical Outlook,1347,The Governor's Concluding Remarks for 2025
107,0.9999933859383039,4.76151690463422e-19,5.57871653953743e-10,6.484865455072936e-07,1.268443759285993e-06,8.266146220340491e-07,5.983610751000176e-19,2.2715320462716223e-11,1.8453169410439107e-20,5.800370844978231e-18,4.605963830728909e-24,3.8231782690061225e-24,3.869070188537959e-06,3.912435761486568e-25,4.235094856294212e-22,4.458187808208954e-20,8.659942759282093e-10,Macroeconomic Forecasting and Cyclical Outlook,2919,The Governor's Concluding Remarks for 2025
108,1.201571703625754e-13,1.0427131726052115e-06,2.5055684746287656e-05,2.8814506578320297e-07,3.7204358315852853e-07,1.8460306132529885e-28,2.5799082863040498e-12,0.9999632869414713,3.377159323811126e-13,1.363138022774621e-16,1.1645385711288756e-19,1.9009150463013504e-25,2.0953578273937398e-06,7.845071210937711e-25,2.2157490585464335e-20,3.103970515212497e-19,7.859111095477107e-06,Banking Sector and Intermediary Analysis,1518,The Governor's Concluding Remarks for 2025
109,0.0005236013746144712,1.4420099343701276e-13,1.7207687236510442e-06,1.2405430299427377e-06,5.640728763387811e-07,1.5054409531100817e-30,4.1168001223924507e-07,3.964433641344237e-12,8.742768798762329e-20,0.9993052296593634,6.786455563901893e-06,4.849991367654352e-05,1.0178964051080994e-06,1.8233477450734912e-20,1.1257107647033846e-17,7.62144152091222e-17,0.0001109276316257432,Global Macroeconomics and Spillovers,3332,The Governor's Concluding Remarks for 2025
110,3.101445017519862e-05,1.1856730814765075e-19,7.382934857129409e-07,2.6329637519348087e-07,2.839195063470667e-23,2.536439477562401e-29,1.942193902876805e-07,7.190349940094733e-12,1.2870398051466662e-21,1.141722152152103e-07,3.129138964662296e-24,3.1719184417590296e-24,9.206961466838866e-07,2.610141556091594e-22,7.550948064865555e-19,5.60350148184242e-16,0.9999667548650207,None of the above,2570,The Governor's Concluding Remarks for 2025
112,2.05264530679342e-05,2.05814916037525e-19,3.8978567178094004e-07,1.3696925056886494e-07,2.02192815872312e-07,2.52290970502768e-27,1.2292408673042266e-06,6.711237043887647e-11,3.45263054439231e-07,5.86793070643012e-06,1.1495799056076258e-05,1.5496601050173542e-06,1.792167536758488e-06,1.1783516178920517e-25,2.8878050787050092e-18,9.527908845113191e-19,0.9999564644707554,None of the above,741,Interconnect to stabilize: cross-border payments in a fragmenting world
113,5.728384887010032e-06,4.2382585784503005e-06,2.3984036324099993e-06,3.8150513201113145e-07,1.0174774912386835e-07,2.827022463525025e-06,8.12347648912263e-13,2.4286564723470912e-05,0.9996465338557124,4.540366727548872e-05,4.718672966447069e-12,3.5452640200482893e-12,4.744936761969784e-06,1.5309250430146913e-13,2.7975533670543807e-22,3.1879055105295306e-21,0.00026335564385479614,Financial Market Dynamics and Asset Pricing,296,Interconnect to stabilize: cross-border payments in a fragmenting world
114,1.1940717005292651e-06,1.7231057765072165e-19,1.184884081445107e-06,5.220917764160297e-07,1.313659768248545e-07,2.5054644439303783e-25,3.8179621828257163e-19,3.1189443968222803e-11,2.0614166187387105e-12,1.7923682444754638e-17,2.329440266111128e-21,0.9999907083225723,7.357445151747878e-26,1.2628692451265063e-17,1.955683591848537e-22,1.5376953538696565e-17,6.259230641448426e-06,International Cooperation and Financial Fora,920,Interconnect to stabilize: cross-border payments in a fragmenting world
115,9.565788168018688e-07,8.571938340667011e-13,2.2615511053760753e-07,1.928588006348487e-07,2.684371847862179e-13,1.1939652830402073e-11,6.975457012312408e-19,6.296558508292207e-17,3.424757698870076e-13,1.7101089199743083e-12,1.6633796597078873e-20,0.9999986243819275,1.198864247788074e-25,2.9490949996411574e-23,4.668998714425168e-23,2.375585775404959e-20,1.0226757886696112e-11,International Cooperation and Financial Fora,265,Interconnect to stabilize: cross-border payments in a fragmenting world
